Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2016,6842,10482,32062,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",EQUITY OFFICE
2021,13202,25723,48727,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","EAGLE OZB I, LLC"
2017,3840,11781,24444,MR.,ROBERT,C,KENNY,,SCHAIN BANKS KENNY & SCHWARTZ,OUTFRONT MEDIA
2020,4233,23665,38981,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC","WEXFORD SCIENCE & TECHNOLOGY, LLC"
2021,13202,25723,48735,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",116-18 WILLARD LLC
2014,4150,4514,12660,MS.,JAN,,STARR,,"CHICAGO / SPRINGFIELD CONSULTANTS, LLC",ARGO TEA
2013,7422,8301,18001,MR.,KEVIN,,MENDOZA,,"JCDECAUX CHICAGO, LLC","JCDECAUX NORTH AMERICA, INC"
2017,14921,13950,39942,,PATRICK,,CAREY,,MCGUIREWOODS CONSULTING,SENTINEL TECHNOLOGIES
2019,4011,21003,41322,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),FAR POINT
2017,4246,16762,15325,MR.,JOSEPH,P.,GATTUSO,,TAFT STETTINIUS & HOLLISTER,"MAY STREET, LLC"
2017,14121,10183,31042,MS.,O. KATE,,TRAGESSER,,TAFT STETTINIUS & HOLLISTER LLP,BELLAMAT LLC
2014,3767,4673,21189,MR.,JESSE,,DODSON,,DLA PIPER US LLP,TREE HOUSE HUMANE SOCIETY
2017,6842,12111,24981,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",JONES LANG LASALLE
2017,19961,20381,36141,,MARC,L,WARREN,,"JENNER & BLOCK, LLP","UNITED AIRLINES, INC."
2019,3890,17222,46525,MS.,KATHLEEN,A,DUNCAN,,AKERMAN LLP,"WHITECAP LOFTS, LLC"
2017,3847,10183,24511,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,"BLUE ATLANTIC ACQUISITION COMPANY II, LLC"
2021,3751,23665,48346,,AMAL,,SHAQILDI,,"NEAL & LEROY, LLC","RUSH-SELECT HOLDINGS, LLC"
2014,4052,10208,12085,MR.,CHRISTOPHER,J,DUNN,,"CONLON & DUNN PUBLIC STRATEGIES, INC","GATEWAY FOUNDATION, INC."
2017,16441,17081,35301,MR.,EYAL,,ELYASHIV,,"CARBYNE, INC.","CARBYNE, INC."
2014,3925,4281,22143,,JAMES,J,BANKS,,LAW OFFICES OF SAMUEL V.P.BANKS,NEW PLAN LEARNING C/O KAIRAT MAVLYANKULOV
2018,20526,20923,34602,MR.,PAVOL,,REHUS,,JCDECAUX,JCDECAUX
2021,13202,25723,48730,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",SALVADOR AND MARGARITE LEONAS
2018,3740,7081,20481,MR.,MICHAEL,J,KASPER,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",TED WYNN
2013,3925,4281,19112,,JAMES,J,BANKS,,LAW OFFICES OF SAMUEL V.P.BANKS,"770 PARTNERS, LLC C/O MARC GARRISON"
2013,3940,4296,16745,MS.,ERIKA,L,KRUSE,,JOHNSTON GREENE LLC,"WESTERN & MADISON, LLC"
2021,3753,23665,47193,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",THE JOHN BUCK COMPANY
2013,3986,4107,13402,MR.,RICHARD,,WENDY,,FREEBORN & PETERS LLP,"NM PROJECT COMPANY, LLC"
2016,4150,13842,21281,MS.,JAN,,STARR,,JAN STARR,HOLY CROSS HOSPITAL / SINAI HEALTH
2016,6825,4711,14826,,AMY,,KURSON,,REYES KURSON,AMERICAN BEVERAGE ASSOCIATION
2019,9621,21085,47301,,MICHAEL,,EZGUR,,"ACOSTA EZGUR, LLC","RYAN COMPANIES US, INC."
2016,3962,10482,26848,MR.,CHRIS,A,LEACH,,"SCHUYLER, ROCHE & CRISHAM, P.C.",GIBSONS RESTAURANT GROUP
2021,25245,4593,48498,MRS.,STACY,,SCHWARTZ,,AT&T ILLINOIS,AT&T ILLINOIS
2021,4246,10183,47514,,JOSEPH,P,GATTUSO,,TAFT STETTINIUS & HOLLISTER LLP,THE ONIN GROUP
2013,4096,7282,20041,,LAWRENCE,F,PUSATERI,,LIGHTEN-GALE LLC D/B/A/ LIGHTEN-GALE GROUP,A SAFE HAVEN FOUNDATION
2019,19001,4281,20063,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,DWAYNE LAWRENCE C/O IBRAHIM SHIHADEH
2016,3836,4191,28181,MR.,JOHN,A,DOERRER,,KAIZEN INC,HEXAGON SI
2016,13702,4711,12541,MR.,JACOB,,RINGER,,REYES KURSON,RELIABLE ASPHALT COMPANY
2013,6849,6861,17382,MS.,CARLA,,BRUNI,,MACROSTIE HISTORIC ADVISORS LLC,1246 PRATT LLC
2016,4103,12642,29783,MS.,MARY,E,GEORGE,,"NEAL & LEROY, LLC",ECO-SITE
2020,6825,22641,12541,,AMY,,KURSON,,"REYES KURSON, LTD.",RELIABLE ASPHALT COMPANY
2017,8162,12085,34426,MR.,GERY,J.,CHICO,,"CHICO & NUNES, P.C.",LODGE MANAGEMENT GROUP
2014,4103,4106,21964,MS.,MARY,E,GEORGE,,"NEAL & LEROY, LLC",REMET CORPORATION
2019,17181,23281,36301,MS.,KATRINA,,BALOG,,EDGEWATER CHAMBER OF COMMERCE,EDGEWATER CHAMBER OF COMMERCE
2021,25212,25707,48739,MR.,NICHOLAS,,STANDIFORD,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",AMIR UKANI
2017,20282,7563,17044,,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",UNITED CENTER JOINT VENTURE
2017,4081,16464,27201,MR.,VICTOR,H,REYES,,"REYES KURSON, LTD.",NEAR NORTH MONTESSORI SCHOOL
2018,4300,12642,24491,MS.,TERRANCE,L,DIAMOND,,"NEAL & LEROY, LLC",CHICAGO BOARD OF EDUCATION
2020,24705,24913,36662,,KATHLEEN,,PESEK,,"CHINESE AMERICAN SERVICE LEAGUE, INC",CHINESE AMERICAN SERVICE LEAGUE
2013,4202,4722,19364,MS.,KATRIINA,,MCGUIRE,,"SCHAIN, BURNEY, BANKS & KENNY, LTD","ELSTON CORTEZ PARTNERS, LLC"
2016,3925,4281,32801,MR.,JAMES,J,BANKS,,LAW OFFICES OF SAMUEL V.P.BANKS,THE BOWES TRUST C/O JOHN WILLIS
2018,4160,10183,12688,MR.,EDWARD,J,KUS,ESQ,TAFT STETTINIUS & HOLLISTER LLP,MUSEUM OF CONTEMPORARY ART
2020,20462,20924,47634,MR.,JIM,,TUMPANE,2157594,MES FIRE,CFD
2018,4162,4527,33981,MS.,MARY,K,MINAGHAN DBA MKM SERVICES,,MKM SERVICES,"PHARMACANN, LLC"
2021,13202,25723,48728,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",AGAR HOLDINGS LLC -- 2243 W. 23RD SERIES
2017,20143,20583,41229,MS.,ABIGAIL,,STODDARD,,PRIME THERAPEUTICS LLC,PRIME THERAPEUTICS LLC
2017,19002,4281,41311,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,ERRICO LLC C/O JERRY TUFANO & DARRIN MEHLERT
2019,4246,10183,46875,MR.,JOSEPH,P.,GATTUSO,,TAFT STETTINIUS & HOLLISTER LLP,"COHEN, MR. MATTHEW"
2021,3844,22786,44645,MS.,FRANCINE,D,LYNCH,,"NEAL & LEROY, LLC",ZEB MCLAURIN
2019,4233,23665,46621,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",KBK ENTERPISES
2013,4202,4722,19742,MS.,KATRIINA,,MCGUIRE,,"SCHAIN, BURNEY, BANKS & KENNY, LTD","LENNAR MULTIFAMILY INVESTORS, LLC"
2017,19941,20361,40921,MISS,JOSEPH,,BISCEGLIA,,JENNER & BLOCK LLP,WILLIAM SIRCHER
2013,4162,4527,17404,MS.,MARY,K,MINAGHAN DBA MKM SERVICES,,MKM SERVICES,"BLINDERMAN CONSTRUCTION COMPANY, INC."
2019,9481,21003,46846,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),"ONE SUPERIOR PLACE FEE, LLC"
2021,13202,25723,48732,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",MIDWAY ASSETS LLC
2019,14921,13950,46804,,PATRICK,,CAREY,,MCGUIREWOODS CONSULTING,"SALESFORCE.COM, INC."
2013,6842,7829,19169,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM PC","TAMVAKIS, GEORGE"
2018,20241,20681,41988,MR.,MICHEAL,,DALEY,,INNOVA EV,INNOVA EV
2021,13202,25723,48736,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","PILSEN RENTALS, LLC SERIES XX"
2016,3753,12642,32464,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",GLAZE TERIYAKI
2019,4233,23665,46619,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC","GENERAL III, LLC"
2021,20201,10183,48742,MR.,PATRICK,,WARTAN,,TAFT STETTINIUS & HOLLISTER LLP,"FOREST N OAK HOLDINGS, LLC"
2018,3992,13661,34565,MS.,VIRGINIA,,PACE,,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,WOODLAWN COMMUNITY DEVELOPMENT CORP
2018,3885,20961,41761,,KIM,M,WHELAN,,"ACACIA FINANCIAL GROUP, INC.","ACACIA FINANCIAL GROUP, INC."
2021,25246,25762,11783,MR.,SCOTT,,MAIR,,AT&T ILLINOIS,AT&T ILLINOIS
2015,4316,4384,19602,MR.,BERNARD,I,CITRON,,THOMPSON COBURN LLP,"LEXINGTON HOMES, LLC"
2019,24424,24582,47170,MR.,MICHAEL,,DAVIES,,"RYAN, LLC",VERTICAL DATA CENTERS
2014,10942,11541,23382,,JOSH,,MACK,,"BROWN TRAFFIC PRODUCTS, INC.",POLARA ENGINEERING
2017,16002,11521,34787,,RICHARD,,VELAZQUEZ,,"DALEY AND GEORGES, LTD.","IBRAHAM OIL, INC."
2016,15423,15381,32421,MR.,OMAR,,DAGHESTANI,,"STIFEL, NICOLAUS & CO., INC.","STIFEL, NICOLAUS & CO., INC."
2014,3919,4673,11827,MR.,GREGG,,GRAINES,,DLA PIPER US LLP,THEUS PROPERTY HOLDING
2016,4011,12064,26863,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),DAVIS COMPANIES
2021,7961,25002,47815,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC",2032 BUILDING LLC
2021,25243,4593,48498,MR.,DOUG,,CLARK,,AT&T ILLINOIS,AT&T ILLINOIS
2021,4094,4877,45622,,DANIELLE,,CASSEL,ESQ,VEDDER PRICE PC,"HEALTHCARE ALTERNATIVE SYSTEMS, INC."
2021,25320,4639,11906,MS.,CATHERINE,C,GRYCZAN,,INSTITUTE FOR JUSTICE,INSTITUTE FOR JUSTICE
2019,4007,4134,13793,MR.,JOHN,J,KELLY,JR.,"ALL-CIRCO, INC.",ARCHER DANIELS MIDLAND
2016,11493,13967,23301,MR.,SEAN,,OSHEA,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","LMG2, LLC"
2017,3831,10283,12412,MR.,MYLES,D,BERMAN,,FOLEY & LARDNER LLP,POTBELLY SANDWICH WORKS
2013,3739,7081,16485,MR.,COURTNEY,C,NOTTAGE,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.","UTILITY SERVICE PARTNERS, INC."
2016,13461,13581,28361,MR.,CHRISTOPHER,,LENTINO,,ILLINOIS POLICY ACTION,ILLINOIS POLICY ACTION
2016,6842,10482,24481,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",ENWAVE CHICAGO
2013,4078,7549,19021,,BRIAN,F,HYNES,,"GOVERNMENTAL-BUSINESS CONSULTING GROUP, LLC",MARK J. KUPIEC & ASSOCIATES
2013,5861,4676,18941,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, P.C.","BONEY, TOM"
2017,4318,7430,18061,MR.,THOMAS,A,MANION,,"RORY GROUP, LLC.",DUPAGE COUNTY WATER COMMISSION
2013,4303,4673,19222,MR.,JEFFREY,N,OWEN,,DLA PIPER US LLP,"AVIS, INC"
2019,4193,13950,41869,MR.,JOHN,F,DUNN,,MCGUIREWOODS CONSULTING,DELTA AIR LINES
2014,6342,6661,21323,MR.,PAUL,E,BENNETT,II,"THE BENNETT LAW GROUP, PC",MONROE ACQUISITON PARTNERS
2020,21802,22145,47648,MR.,MICHIO,,MURAKISHI,,HOUSEAL LAVIGNE ASSOCIATES,NORWEGIAN AMERICAN HOSPITAL
2014,3753,4106,20965,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","INTERSTATE/JCDECAUX, LLC"
2016,6621,12461,25564,MS.,CATHERINE,A,O'MALLEY,,K.O. STRATEGIES,ROSECRANCE HEALTH NETWORK
2016,4348,11781,31261,MR.,WILLIAM,JP,BANKS,,SCHAIN BANKS KENNY & SCHWARTZ,PMG CONSTRUCTION
2018,19002,4281,45807,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,LUIS CASTRO C/O L&MC INVESTMENTS LLC
2013,4238,4722,19042,MR.,PATRICK,T,BRANKIN,,"SCHAIN, BURNEY, BANKS & KENNY, LTD","SOUTH RIVERSIDE BUILDING, LLC"
2013,4269,4543,14324,,PEDRO,,CERVANTES,,TRISTAN & CERVANTES,"SONA OSWEGO TAN, INC"
2017,14602,17301,15910,REV.,LESLIE,,SANDERS,SR,LESLIE SANDERS,COMCAST
2015,3747,10384,21149,MR.,GAVIN,J,PARR,,"CCS INTERNATIONAL, INC","CCS INTERNATIONAL, INC"
2017,18181,16802,27201,MR.,JOHN,R,DALEY,,"REYES KURSON, LTD.",NEAR NORTH MONTESSORI SCHOOL
2018,4246,10183,43121,MR.,JOSEPH,P.,GATTUSO,,TAFT STETTINIUS & HOLLISTER LLP,THE NIGHT MINISTRY
2017,6104,12085,34781,MR.,LAWRENCE,S.,ADELSON,,"CHICO & NUNES, P.C.",CONOR COMMERCIAL REAL ESTATE
2016,3754,4738,28101,MR.,THEODORE,J,BRUNSVOLD,,"ILLINOIS GOVERNMENTAL CONSULTING GROUP, LLC",L&MC INVESTMENTS LLC
2018,5861,12045,35184,MR.,THOMAS,S,MOORE,,ANDERSON & MOORE PC,"MURPHY, JOHN"
2017,9382,4384,17481,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,BJB PARTNERS
2018,21583,22001,43043,MR.,NICHOLAS,,CROWELL,,SIDLEY AUSTIN LLP,"AMERICAN INTERNATIONAL GROUP, INC."
2014,3744,7569,18146,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,"CHICAGO CUBS BASEBALL CLUB, LLC"
2020,24122,24944,46886,,MARC,,POULOS,,MARC POULOS,"IUOE, LOXCAL 150"
2020,4010,21040,24587,MR.,RICHARD,F.,KLAWITER,,DLA PIPER LLP (US),IMPERIAL REALTY CO.
2014,4010,4673,22134,MR.,RICHARD,,KLAWITER,,DLA PIPER US LLP,"4K DIVERSEY PARTNERS, LLC"
2018,4233,22784,44644,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",GALACTICA PARTNERS LLC
2019,4094,4456,45921,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,"CHICAGO ASHLAND WEBSTER, LLC"
2013,3847,7181,15325,,GRAHAM,C,GRADY,,SHEFSKY & FROELICH LTD.,"MAY STREET, LLC"
2015,7581,12082,24537,MS.,KAREN,,WALKER,,"SIEBERT BRANDFORD SHANK & CO., L.L.C.","SIEBERT BRANDFORD SHANK & CO., L.L.C."
2017,4246,16762,34742,MRS.,ANGELA,M.,CHRUSCIEL,,TAFT STETTINIUS & HOLLISTER,ELASTIC ARTS FOUNDATION
2016,13582,13884,28642,,STACEY,,DUNLAP,,ILLINOIS HOSPITAL ASSOCIATION,ILLINOIS HOSPITAL ASSOCIATION
2018,15421,4384,24821,MS.,SHANNON,R,SHEEHAN,,THOMPSON COBURN LLP,LAKESHORE RECYCLING SYSTEMS
2021,19002,25018,48757,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,BNA HOLDINGS LLC C/O GARRETT & NEIL BROWNE
2021,25324,25861,48751,,MARY,,TARULLO,TARULLO,CHICAGO COALITION FOR THE HOMELESS,CHICAGO COALITION FOR THE HOMELESS
2013,4081,4711,13242,,VICTOR,H,REYES,,REYES KURSON,"PARSONS TRANSPORTATION GROUP, INC"
2020,4068,10279,47534,MS.,DONNA,J,PUGH,,FOLEY & LARDNER LLP,"SSCHI, LLC"
2016,4007,4134,11705,MR.,JOHN,J,"KELLY, JR.",,"ALL-CIRCO, INC.",NORESCO LLC
2013,3925,4281,21129,,JAMES,J,BANKS,,LAW OFFICES OF SAMUEL V.P.BANKS,"JASON VONDRACHEK C/O LARRABEE PARTNERS, LLC"
2020,3911,23665,21145,MS.,CAROL,D,STUBBLEFIELD,,"NEAL & LEROY, LLC",JOHN BUCK CO.
2019,3833,21003,41322,MR.,PAUL,W,SHADLE,,DLA PIPER LLP (US),FAR POINT
2013,4823,7546,16866,,KATHLEEN,,BROWN,,"GOLDMAN, SACHS & CO.","GOLDMAN, SACHS & CO."
2021,6561,25609,48767,,RICHARD,,TOTH,,"GEORGES & SYNOWIECKI, LTD.",ERIC ROGULICH
2013,4262,7945,17396,,NEIL,,FLANAGAN,,JEFFERIES LLC,JEFFERIES LLC
2020,15521,15461,47492,MR.,JEAN-PATRICK,,LARIVIERE,,UNIVERSAL BOOT INC.,UNIVERSAL BOOT INC.
2017,3739,7081,34309,MR.,COURTNEY,C,NOTTAGE,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",LOGAN JONES LP
2017,13702,16802,30941,MR.,JACOB,,RINGER,,"REYES KURSON, LTD.","HERBALIFE INTERNATIONAL OF AMERICA, INC."
2018,3739,7081,32741,MR.,COURTNEY,C,NOTTAGE,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",PRESENCE HEALTH
2013,4348,4722,13129,MR.,WILLIAM,JP,BANKS,,"SCHAIN, BURNEY, BANKS & KENNY, LTD","OLYMPIC SOUTH, INC"
2018,4068,10279,32663,MS.,DONNA,J,PUGH,,FOLEY & LARDNER LLP,MONTPARNASSE 56 CHICAGO LLC
2014,3753,4106,18266,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",CRESCENT HEIGHTS
2020,4352,25072,47629,MR.,JAMES,A,CONNOLLY,JR,MACQUEEN EQUIPMENT LLC,MACQUEEN EQUIPMENT LLC
2019,4173,7550,20981,,PETER,,CASSEL,,"SILLIMAN GROUP, LLC","SOLSTICE ON THE PARK, LLC"
2015,5361,5741,13687,OTHER,JAY,,BEASLEY,,CONSTELLATION,CONSTELLATION ENERGY GROUP
2017,3744,16641,41524,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,JACOBS
2021,25324,25861,48740,,MARY,,TARULLO,TARULLO,CHICAGO COALITION FOR THE HOMELESS,CHICAGO COALITION FOR THE HOMELESS
2018,4316,4384,34285,MR.,BERNARD,I,CITRON,,THOMPSON COBURN LLP,CITY CLUB APARTMENTS
2021,19001,25018,48752,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,THOMAS ROMANO SR LIVING TRUST
2019,4273,4384,43682,MR.,JACK,L,PARRINO,ESQ,THOMPSON COBURN LLP,MT. CARMEL HIGH SCHOOL
2019,19002,4281,47567,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,PRAIA MANAGMENT GROUP LLC C/O KEVIN FOLKERTS
2014,4298,8141,12998,,JOHN,J,LAWLOR,,DENTON US LLP,"ZCOF CHICAGO HOTEL, LLC"
2018,5721,20901,41662,MR.,GENE,C,SCHULTER,,GENE SCHULTER,EMC
2018,4233,22784,36442,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC","PINNACLE ENTERPRISES, LLC"
2015,5861,12045,24043,MR.,THOMAS,S,MOORE,,ANDERSON & MOORE PC,"STRANDED BEAUTY AND BARBER, LLC"
2018,4069,15081,39741,MR.,STEVEN,D,FRIEDLAND,,"APPLEGATE & THORNE-THOMSEN, PC","HEARTLAND HOUSING, INC."
2016,15422,4384,24821,MR.,THOMAS,J,BOYLE,,THOMPSON COBURN LLP,LAKESHORE RECYCLING SYSTEMS
2018,3890,18621,41929,MS.,KATHLEEN,A,DUNCAN,,AKERMAN LLP,JAMES MCHUGH CONSTRUCTION CO.
2019,4215,7162,22501,MR.,KURT,A,GABOUER,,KPMG LLP,KPMG LLP
2019,11301,11822,45860,MS.,MARY KATE,,DALY,,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO
2017,15081,12064,12470,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),IMPERIAL REALTY CO.
2013,8341,9081,19083,MR.,MICHAEL,,BURNEY,,"SCHAIN, BURNEY, BANKS & KENNY, LTD.",OYSTER PAIL LLC
2018,11701,11521,35741,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.",CROWN CASTLE NG CENTRAL LLC
2014,3799,9561,21007,,NATHAN,,LOPP,,UNITED AIRLINES,UNITED AIRLINES
2019,5861,23601,47090,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, P.C.","CINKUS, JOHN"
2017,3847,10183,37942,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,"BELGRAVIA GROUP, LTD."
2019,3743,12085,25662,MR.,MARCUS,J.,NUNES,,"CHICO & NUNES, P.C.",SPIRIT AIRLINES
2019,4233,23665,41857,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC","OGDEN COMMONS JV, LLC"
2020,4081,16781,39902,MR.,VICTOR,H,REYES,,ROOSEVELT GROUP,GENENTECH
2015,3962,12111,22522,MR.,CHRIS,A,LEACH,,"SCHUYLER, ROCHE & CRISHAM, P.C.",3030 N BROADWAY LLC
2016,4126,7021,28081,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,BLITZLAKE DEVELOPMENT
2018,3833,21003,21152,MR.,PAUL,W,SHADLE,,DLA PIPER LLP (US),"AG-OCG 360 NORTH MICHIGAN, L.L.C."
2013,5861,4676,15265,MR.,THOMAS,S,MOORE,,"ANDERSON & MOORE, P.C.","ATKINSON, TREMAINE"
2018,4155,4519,36541,MR.,THOMAS,J,MURPHY,ESQ,"THOMAS J. MURPHY, P.C.",SP PLUS CORPORATION
2018,13202,10922,37061,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY & SCHWARTZ, LTD.","CHICAGO URBAN RENEWAL PARTNERS, LLC"
2015,11641,12241,24505,MR.,MICHAEL,A,ACEVEDO,,APEX STRATEGY LLC,PILSEN WELLNESS CENTER
2020,9382,4384,46838,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,PHARMACANN LLC
2018,6842,21821,41593,MR.,JOHN,J,GEORGE,,AKERMAN LLP,HRE CRAWFORD LLC
2019,19001,4281,46648,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,"WELLIE PARTNERS, LLC C/O MARLAND HOBBS"
2019,14103,23261,45442,MR.,MALCOLM,,WEEMS,,WEEMSWAY CONSULTING LLC,VENDOR ASSISTANCE PROGRAM LLC
2018,4233,22784,24491,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",CHICAGO BOARD OF EDUCATION
2016,12961,4711,28787,MR.,GERALD,,ALDER,,REYES KURSON,SAINT ANTHONY HOSPITAL
2020,24381,23441,34381,MR.,KRISTOPHER,J.,ANDERSON,,CHICAGO ASSOCIATION OF REALTORS,CHICAGO ASSOCIATION OF REALTORS
2018,18181,16802,17983,MR.,JOHN,R,DALEY,,"REYES KURSON, LTD.","JCDECAUX AIRPORT CHICAGO, LLC"
2017,20282,7563,27627,,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",BLACKHAWK COMMUNITY ICE RINK LLC
2019,5964,20956,44621,MR.,JEFFREY,A,GLASS,,"CAPITOL CONSULTING GROUP ILLINOIS, LLC",AMBERLEAF CABINETRY
2020,4233,23665,46922,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC","PROLOGIS, INC."
2014,7961,6861,18821,MR.,JOHN,D,CRAMER,,MACROSTIE HISTORIC ADVISORS LLC,MCJ DEVELOPMENT LLC
2017,4259,6781,16081,MR.,ROBERT,E,WALSH,,LOOP CAPITAL MARKETS LLC,LOOP CAPITAL MARKETS
2014,9481,4673,22134,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER US LLP,"4K DIVERSEY PARTNERS, LLC"
2015,4072,8381,22321,MR.,JOHN,L,BOROVICKA,,"ALEXANDER & BOROVICKA GOVERNMENT SOLUTIONS, LLC","XEROX STATE & LOCAL SOLUTIONS, INC."
2017,15081,12064,22533,MS.,LIZ,,BUTLER,,DLA PIPER LLP (US),"CENTRUM PARTNERS, LLC"
2020,22601,24995,16865,,RON,,ROLIGHED,,"GOLDMAN SACHS ASSET MANAGEMENT, L.P.","GOLDMAN SACHS ASSET MANAGEMENT, L.P."
2015,3909,12082,24537,MRS.,SUZANNE,,SHANK,,"SIEBERT BRANDFORD SHANK & CO., L.L.C.","SIEBERT BRANDFORD SHANK & CO., L.L.C."
2021,3847,10183,48747,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,"GRIT CHICAGO, LLC"
2021,3847,10183,48746,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,EDUCE INSTITUTE
2020,23641,24915,46141,,ANDREA,,KLUGER,,CHICAGO FEDERATION OF LABOR,CHICAGO FEDERATION OF LABOR
2018,13282,21053,43661,,MADELEINE,R,HILL,,MADELEINE R HILL,BLJ HOSPITALITY
2021,19001,25018,48755,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,3339 N RIDGEWAY LLC C/O DANIEL CHELARIU
2021,19002,25018,48760,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,3244 LINCOLN LLC C/O ROBYN CORMALLETH & ZAFAR HUSSAIN
2013,3995,4188,16213,DR.,DAVID,L,REIFMAN,,DLA PIPER US LLP,VHNA ACQUISITIONS LP
2013,3911,4106,20606,,CAROL,,STUBBLEFIELD,ESQ,"NEAL & LEROY, LLC",HOT PEPPER ENTERTAINMENT
2018,4298,14441,16851,MR.,JOHN,J,LAWLOR,,DENTONS US LLP,THE PEOPLES GAS LIGHT AND COKE COMPANY
2014,3931,4287,14381,MR.,MICHAEL,S,LAUBE,,LAUBE CONSULTING GROUP LLC,PRIME GROUP
2021,19001,25018,48748,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,GW NORTH & WESTERN LLC
2020,9481,12064,46923,MRS.,KATHERINE,C.,JAHNKE-DALE,,DLA PIPER LLP (US),"401 N. MORGAN, LLC"
